2.52317880794702, -20.3865534120357
2.655629139072848, -20.390152605816294
2.642384105960265, -21.368053556003456
2.178807947019868, -23.52936942124964
2.2450331125827816, -25.813777713792113
2.377483443708609, -24.73042038583357
2.377483443708609, -23.53476821192053
2.5761589403973515, -23.322775698243596
2.5761589403973515, -24.95321048085229
2.7880794701986753, -25.06766484307515
2.9735099337748343, -23.442268931759287
3.185430463576159, -25.078462424416934
3.158940397350994, -27.14295997696516
3.105960264900663, -29.532824647279007
3.556291390728477, -24.54506190613302
3.701986754966888, -25.09249928016125
3.7682119205298017, -28.46386409444284
3.7152317880794703, -28.353728764756696
3.47682119205298, -28.021163259429883
