2.234966487302936, -21.806853582554524
2.370716510903427, -20.18691588785047
2.173322005097706, -19.06542056074767
2.4307561597281224, -18.691588785046733
2.520626829038044, -15.95015576323988
2.656896063438119, -15.700934579439256
2.5965732087227407, -16.448598130841127
2.613046351364108, -19.937694704049846
2.7948645331822903, -19.937694704049846
2.9456716699707353, -18.068535825545176
3.1735108090248274, -19.56386292834891
3.5520626829038036, -18.940809968847354
3.7188709525158115, -19.31464174454829
3.15920891154536, -21.806853582554524
3.0842537524780513, -23.925233644859816
3.7654111205513066, -22.180685358255452
3.4320305862361935, -22.056074766355145
2.581752100443689, -17.320872274143305
